Problem Number;Problem Sub Status;Problem Change Date+Time;Problem Status
1-697459701;Awaiting Assignment;2012-03-14T13:54:02+01:00;Queued
1-697459701;In Progress;2012-03-14T13:54:03+01:00;Accepted
1-697459701;Closed;2012-03-14T14:21:23+01:00;Completed
1-697486903;In Progress;2012-03-14T14:37:53+01:00;Accepted
1-697486903;Closed;2012-04-04T18:13:57+01:00;Completed
1-697578650;In Progress;2012-03-14T16:04:35+01:00;Accepted
1-697578650;Closed;2012-03-16T10:45:58+01:00;Completed
1-697811404;In Progress;2012-03-15T10:15:22+01:00;Accepted
1-697811404;Awaiting Assignment;2012-03-15T10:34:49+01:00;Queued
1-697811404;In Progress;2012-03-28T12:37:19+01:00;Accepted
1-697811404;Closed;2012-03-28T12:38:51+01:00;Completed
1-697987547;In Progress;2012-03-15T14:04:08+01:00;Accepted
1-697987547;In Progress;2012-03-20T12:29:34+01:00;Accepted
1-697987547;Awaiting Assignment;2012-03-20T12:30:03+01:00;Queued
1-697987547;In Progress;2012-03-20T12:30:24+01:00;Accepted
1-697987547;Awaiting Assignment;2012-03-20T12:31:16+01:00;Queued
1-697987547;In Progress;2012-03-20T12:31:30+01:00;Accepted
1-697987547;In Progress;2012-03-20T12:32:00+01:00;Accepted
1-697987547;Closed;2012-05-16T14:17:58+01:00;Completed
1-698044001;In Progress;2012-03-15T15:13:24+01:00;Accepted
1-698044001;Awaiting Assignment;2012-03-15T15:17:08+01:00;Queued
1-698044001;In Progress;2012-03-15T15:43:05+01:00;Accepted
1-698044001;Assigned;2012-03-15T15:51:42+01:00;Accepted
1-698044001;In Progress;2012-04-10T13:52:27+01:00;Accepted
1-698044001;Closed;2012-04-10T13:53:04+01:00;Completed
1-698057087;In Progress;2012-03-15T15:52:30+01:00;Accepted
1-698057087;Closed;2012-03-15T15:55:20+01:00;Completed
1-698077265;In Progress;2012-03-15T17:34:01+01:00;Accepted
1-698077265;Closed;2012-03-15T17:37:07+01:00;Completed
1-698103331;In Progress;2012-03-15T20:21:59+01:00;Accepted
1-698103331;Closed;2012-04-11T14:28:54+01:00;Completed
1-698216063;In Progress;2012-03-16T09:32:20+01:00;Accepted
1-698216063;Awaiting Assignment;2012-03-16T09:34:29+01:00;Queued
1-698216063;In Progress;2012-03-20T10:46:47+01:00;Accepted
1-698216063;Wait;2012-03-21T09:41:37+01:00;Accepted
1-698216063;In Progress;2012-03-21T16:52:06+01:00;Accepted
1-698216063;Closed;2012-03-21T17:04:24+01:00;Completed
1-698267095;In Progress;2012-03-16T08:48:29+01:00;Accepted
1-698267095;Wait;2012-03-16T08:49:23+01:00;Accepted
1-698267095;Closed;2012-03-16T08:51:06+01:00;Completed
1-698293715;In Progress;2012-03-16T09:22:37+01:00;Accepted
1-698293715;Wait;2012-03-16T09:25:02+01:00;Accepted
1-698293715;Closed;2012-04-13T15:33:52+01:00;Completed
1-698346154;In Progress;2012-03-16T09:49:14+01:00;Accepted
1-698346154;Wait;2012-03-16T09:53:10+01:00;Accepted
1-698346154;Closed;2012-03-16T12:56:17+01:00;Completed
1-698481972;In Progress;2012-03-16T14:12:32+01:00;Accepted
1-698481972;Closed;2012-03-29T08:08:28+01:00;Completed
1-698524631;In Progress;2012-03-16T14:27:31+01:00;Accepted
1-698524631;Closed;2012-03-23T18:42:08+01:00;Completed
1-698751834;In Progress;2012-03-17T15:47:28+01:00;Accepted
1-698751834;Wait;2012-03-17T16:33:29+01:00;Accepted
1-698751834;In Progress;2012-04-25T16:47:14+01:00;Accepted
1-698751834;Closed;2012-04-26T10:56:05+01:00;Completed
1-698754281;In Progress;2012-03-17T21:25:20+01:00;Accepted
1-698754281;Awaiting Assignment;2012-03-17T21:25:56+01:00;Queued
1-698754281;In Progress;2012-03-17T22:49:16+01:00;Accepted
1-698754281;Closed;2012-05-16T09:29:03+01:00;Completed
1-698842669;In Progress;2012-03-18T09:53:42+01:00;Accepted
1-698842669;Awaiting Assignment;2012-03-18T10:12:50+01:00;Queued
1-698842669;In Progress;2012-03-18T10:12:51+01:00;Accepted
1-698842669;In Progress;2012-03-18T10:14:01+01:00;Accepted
1-698842669;Closed;2012-03-18T10:14:24+01:00;Completed
1-698842669;In Progress;2012-03-18T10:14:54+01:00;Accepted
1-698842669;Closed;2012-04-18T12:24:24+01:00;Completed
1-698998499;In Progress;2012-03-19T09:27:01+01:00;Accepted
1-698998499;Awaiting Assignment;2012-03-20T11:51:53+01:00;Queued
1-698998499;In Progress;2012-03-20T12:06:23+01:00;Accepted
1-698998499;Awaiting Assignment;2012-03-20T12:17:51+01:00;Queued
1-698998499;In Progress;2012-03-20T12:19:33+01:00;Accepted
1-698998499;Awaiting Assignment;2012-03-20T12:24:06+01:00;Queued
1-698998499;In Progress;2012-03-20T12:35:50+01:00;Accepted
1-698998499;Wait;2012-03-28T13:52:47+01:00;Accepted
1-698998499;Closed;2012-04-11T13:05:03+01:00;Completed
1-699010040;In Progress;2012-03-19T09:22:37+01:00;Accepted
1-699010040;Closed;2012-05-23T09:55:42+01:00;Completed
1-699103215;In Progress;2012-03-19T11:15:44+01:00;Accepted
1-699103215;Awaiting Assignment;2012-03-19T11:17:15+01:00;Queued
1-699103215;In Progress;2012-03-19T11:38:10+01:00;Accepted
1-699103215;Awaiting Assignment;2012-03-19T11:39:58+01:00;Queued
1-699103215;In Progress;2012-03-29T12:11:00+01:00;Accepted
1-699103215;Awaiting Assignment;2012-03-29T12:11:40+01:00;Queued
1-699103215;In Progress;2012-03-30T08:40:45+01:00;Accepted
1-699103215;Assigned;2012-03-30T08:45:35+01:00;Accepted
1-699103215;Awaiting Assignment;2012-04-02T09:55:22+01:00;Queued
1-699103215;In Progress;2012-04-04T14:15:04+01:00;Accepted
1-699103215;Awaiting Assignment;2012-04-04T14:15:56+01:00;Queued
1-699103215;In Progress;2012-04-05T16:46:00+01:00;Accepted
1-699103215;In Progress;2012-04-05T16:46:11+01:00;Accepted
1-699103215;Closed;2012-04-05T16:47:48+01:00;Completed
1-699140595;In Progress;2012-03-19T12:55:17+01:00;Accepted
1-699140595;Wait;2012-03-19T12:58:49+01:00;Accepted
1-699140595;Closed;2012-03-22T13:02:23+01:00;Completed
1-699140847;In Progress;2012-03-19T13:26:39+01:00;Accepted
1-699140847;Closed;2012-03-19T13:33:56+01:00;Completed
1-699345697;In Progress;2012-03-19T16:44:57+01:00;Accepted
1-699345697;Closed;2012-03-22T11:26:33+01:00;Completed
1-699370863;In Progress;2012-03-19T19:39:17+01:00;Accepted
1-699370863;Closed;2012-03-28T17:26:13+01:00;Completed
1-699397256;Awaiting Assignment;2012-03-19T18:34:16+01:00;Queued
1-699397256;In Progress;2012-05-03T15:13:37+01:00;Accepted
1-699397256;Closed;2012-05-03T15:57:34+01:00;Completed
1-699661601;In Progress;2012-03-20T10:54:40+01:00;Accepted
1-699661601;Wait;2012-03-20T12:09:12+01:00;Accepted
1-699661601;Awaiting Assignment;2012-03-29T10:22:15+01:00;Queued
1-699661601;In Progress;2012-03-29T14:47:46+01:00;Accepted
1-699661601;In Progress;2012-03-30T08:53:09+01:00;Accepted
1-699661601;Awaiting Assignment;2012-03-30T08:55:19+01:00;Queued
1-699661601;In Progress;2012-04-02T09:11:03+01:00;Accepted
1-699661601;Closed;2012-04-02T09:12:02+01:00;Completed
1-699690829;In Progress;2012-03-20T11:38:05+01:00;Accepted
1-699690829;Awaiting Assignment;2012-03-20T11:39:46+01:00;Queued
1-699690829;In Progress;2012-04-11T14:06:12+01:00;Accepted
1-699690829;Closed;2012-04-11T14:10:45+01:00;Completed
1-699737259;In Progress;2012-03-20T13:02:25+01:00;Accepted
1-699737259;Closed;2012-05-23T13:47:27+01:00;Completed
1-700362905;In Progress;2012-03-21T11:06:24+01:00;Accepted
1-700362905;Closed;2012-03-23T17:21:13+01:00;Completed
1-700498223;In Progress;2012-03-21T14:35:02+01:00;Accepted
1-700498223;Awaiting Assignment;2012-03-21T15:00:56+01:00;Queued
1-700498223;In Progress;2012-03-30T10:49:24+01:00;Accepted
1-700498223;Assigned;2012-03-30T11:00:48+01:00;Accepted
1-700498223;Awaiting Assignment;2012-03-30T11:06:50+01:00;Queued
1-700498223;In Progress;2012-03-30T11:10:35+01:00;Accepted
1-700498223;Awaiting Assignment;2012-04-03T09:06:39+01:00;Queued
1-700498223;Assigned;2012-04-12T08:19:39+01:00;Accepted
1-700498223;Awaiting Assignment;2012-04-12T08:24:34+01:00;Queued
1-700498223;In Progress;2012-04-13T08:22:17+01:00;Accepted
1-700498223;Assigned;2012-04-13T08:23:09+01:00;Accepted
1-700498223;Awaiting Assignment;2012-04-16T16:30:31+01:00;Queued
1-700498223;In Progress;2012-04-16T16:46:31+01:00;Accepted
1-700498223;In Progress;2012-04-20T08:01:18+01:00;Accepted
1-700498223;Awaiting Assignment;2012-04-20T08:03:26+01:00;Queued
1-700498223;In Progress;2012-04-20T09:00:46+01:00;Accepted
1-700498223;Wait;2012-04-20T10:05:03+01:00;Accepted
1-700498223;In Progress;2012-04-25T14:38:30+01:00;Accepted
1-700498223;Closed;2012-04-25T14:54:28+01:00;Completed
1-700566882;In Progress;2012-03-21T16:12:40+01:00;Accepted
1-700566882;Assigned;2012-03-21T16:13:20+01:00;Accepted
1-700566882;In Progress;2012-03-29T14:34:18+01:00;Accepted
1-700566882;Closed;2012-03-29T14:34:44+01:00;Completed
1-700566882;In Progress;2012-03-30T10:43:09+01:00;Accepted
1-700566882;Closed;2012-04-20T15:56:16+01:00;Completed
1-700746442;In Progress;2012-03-22T04:09:04+01:00;Accepted
1-700746442;Awaiting Assignment;2012-03-22T04:09:52+01:00;Queued
1-700746442;In Progress;2012-03-22T16:16:08+01:00;Accepted
1-700746442;Closed;2012-03-22T16:17:20+01:00;Completed
1-700842031;In Progress;2012-03-22T07:52:52+01:00;Accepted
1-700842031;Awaiting Assignment;2012-03-22T07:53:55+01:00;Queued
1-700842031;In Progress;2012-03-23T15:29:39+01:00;Accepted
1-700842031;Wait;2012-03-23T15:49:23+01:00;Accepted
1-700842031;In Progress;2012-03-23T15:59:09+01:00;Accepted
1-700842031;Wait;2012-03-30T08:32:53+01:00;Accepted
1-700842031;Closed;2012-05-25T08:44:22+01:00;Completed
1-700896142;In Progress;2012-03-22T09:24:45+01:00;Accepted
1-700896142;Closed;2012-04-26T09:00:17+01:00;Completed
1-701042928;In Progress;2012-03-22T12:38:52+01:00;Accepted
1-701042928;Closed;2012-04-15T12:58:11+01:00;Completed
1-701429911;In Progress;2012-03-23T04:02:26+01:00;Accepted
1-701429911;Assigned;2012-03-23T04:05:55+01:00;Accepted
1-701429911;In Progress;2012-03-26T12:38:36+01:00;Accepted
1-701429911;Wait;2012-03-28T11:23:39+01:00;Accepted
1-701429911;Closed;2012-04-10T08:50:05+01:00;Completed
1-701525462;In Progress;2012-03-23T10:13:26+01:00;Accepted
1-701525462;Closed;2012-03-23T10:16:35+01:00;Completed
1-701555158;In Progress;2012-03-23T10:54:47+01:00;Accepted
1-701555158;Closed;2012-03-23T10:55:52+01:00;Completed
1-701702621;Wait;2012-03-23T15:06:57+01:00;Accepted
1-701702621;Closed;2012-03-26T10:32:52+01:00;Completed
1-701990311;In Progress;2012-03-24T12:43:13+01:00;Accepted
1-701990311;Closed;2012-03-24T12:44:09+01:00;Completed
1-702103380;In Progress;2012-03-26T03:39:33+01:00;Accepted
1-702103380;In Progress;2012-03-26T03:45:45+01:00;Accepted
1-702103380;Closed;2012-03-26T03:45:53+01:00;Completed
1-702103398;In Progress;2012-03-26T03:43:36+01:00;Accepted
1-702103398;Closed;2012-03-26T03:47:18+01:00;Completed
1-702304430;In Progress;2012-03-26T08:57:30+01:00;Accepted
1-702304430;Closed;2012-05-09T15:34:19+01:00;Completed
1-702304580;In Progress;2012-03-26T11:03:07+01:00;Accepted
1-702304580;Closed;2012-05-09T12:54:38+01:00;Completed
1-702378632;In Progress;2012-03-26T11:06:58+01:00;Accepted
1-702378632;Closed;2012-05-09T12:53:42+01:00;Completed
1-702482271;In Progress;2012-03-26T13:18:02+01:00;Accepted
1-702482271;In Progress;2012-03-26T13:19:01+01:00;Accepted
1-702482271;In Progress;2012-03-26T13:20:05+01:00;Accepted
1-702482271;Awaiting Assignment;2012-03-26T13:37:13+01:00;Queued
1-702482271;In Progress;2012-03-26T13:55:07+01:00;Accepted
1-702482271;Closed;2012-03-26T13:58:43+01:00;Completed
1-702501021;In Progress;2012-03-26T13:39:23+01:00;Accepted
1-702501021;Awaiting Assignment;2012-04-02T10:55:28+01:00;Queued
1-702501021;In Progress;2012-04-02T14:37:21+01:00;Accepted
1-702501021;Closed;2012-04-02T14:45:27+01:00;Completed
1-702501138;In Progress;2012-03-26T14:05:13+01:00;Accepted
1-702501138;Awaiting Assignment;2012-04-02T10:57:28+01:00;Queued
1-702501138;In Progress;2012-04-02T10:57:57+01:00;Accepted
1-702501138;Awaiting Assignment;2012-04-02T10:58:07+01:00;Queued
1-702501138;In Progress;2012-04-10T19:28:22+01:00;Accepted
1-702501138;Closed;2012-04-10T19:39:40+01:00;Completed
1-702501532;In Progress;2012-03-26T14:42:00+01:00;Accepted
1-702501532;Awaiting Assignment;2012-04-02T11:01:33+01:00;Queued
1-702501532;In Progress;2012-04-02T14:21:38+01:00;Accepted
1-702501532;Closed;2012-04-25T13:15:38+01:00;Completed
1-702514881;In Progress;2012-03-26T14:45:05+01:00;Accepted
1-702514881;In Progress;2012-03-27T13:34:49+01:00;Accepted
1-702514881;Closed;2012-03-27T13:36:17+01:00;Completed
1-702656292;In Progress;2012-03-26T17:22:17+01:00;Accepted
1-702656292;Closed;2012-03-27T14:39:06+01:00;Completed
1-702673026;In Progress;2012-03-26T17:39:42+01:00;Accepted
1-702673026;Awaiting Assignment;2012-04-02T11:07:40+01:00;Queued
1-702673026;In Progress;2012-04-02T14:22:19+01:00;Accepted
1-702673026;Closed;2012-04-25T13:24:42+01:00;Completed
1-703016242;In Progress;2012-03-27T07:18:48+01:00;Accepted
1-703016242;Wait;2012-03-27T07:24:17+01:00;Accepted
1-703016242;Closed;2012-04-17T09:26:36+01:00;Completed
1-703190797;Awaiting Assignment;2012-03-27T12:16:57+01:00;Queued
1-703190797;In Progress;2012-03-28T15:34:35+01:00;Accepted
1-703190797;Awaiting Assignment;2012-03-28T15:53:26+01:00;Queued
1-703190797;In Progress;2012-03-29T08:59:32+01:00;Accepted
1-703190797;In Progress;2012-03-29T09:02:18+01:00;Accepted
1-703190797;Awaiting Assignment;2012-03-29T09:02:48+01:00;Queued
1-703190797;In Progress;2012-03-29T10:46:21+01:00;Accepted
1-703190797;Awaiting Assignment;2012-03-29T10:48:41+01:00;Queued
1-703190797;In Progress;2012-03-29T12:04:52+01:00;Accepted
1-703190797;Awaiting Assignment;2012-03-29T12:05:15+01:00;Queued
1-703190797;In Progress;2012-04-13T15:25:14+01:00;Accepted
1-703190797;Closed;2012-04-13T15:43:51+01:00;Completed
1-703242211;Awaiting Assignment;2012-03-27T18:50:15+01:00;Queued
1-703242211;In Progress;2012-03-29T11:17:30+01:00;Accepted
1-703242211;Closed;2012-03-29T11:18:50+01:00;Completed
1-703383433;In Progress;2012-03-27T15:03:01+01:00;Accepted
1-703383433;In Progress;2012-05-10T21:03:08+01:00;Accepted
1-703383433;Closed;2012-05-10T21:04:17+01:00;Completed
1-703399394;In Progress;2012-03-27T15:12:29+01:00;Accepted
1-703399394;Awaiting Assignment;2012-03-27T15:18:11+01:00;Queued
1-703399394;In Progress;2012-03-28T14:14:49+01:00;Accepted
1-703399394;Closed;2012-03-28T14:14:54+01:00;Completed
1-703445951;In Progress;2012-03-27T15:31:37+01:00;Accepted
1-703445951;Wait;2012-03-30T12:31:38+01:00;Accepted
1-703445951;Closed;2012-04-17T09:52:33+01:00;Completed
1-703540157;In Progress;2012-03-27T19:05:42+01:00;Accepted
1-703540157;Awaiting Assignment;2012-03-27T19:14:23+01:00;Queued
1-703540157;Awaiting Assignment;2012-03-27T19:23:26+01:00;Queued
1-703540157;In Progress;2012-03-30T11:09:42+01:00;Accepted
1-703540157;Awaiting Assignment;2012-04-10T09:35:35+01:00;Queued
1-703540157;In Progress;2012-04-10T09:46:05+01:00;Accepted
1-703540157;Wait;2012-05-08T08:53:24+01:00;Accepted
1-703540157;Awaiting Assignment;2012-05-09T05:09:41+01:00;Queued
1-703540157;In Progress;2012-05-09T05:30:00+01:00;Accepted
1-703540157;Awaiting Assignment;2012-05-09T05:51:24+01:00;Queued
1-703540157;In Progress;2012-05-09T12:16:46+01:00;Accepted
1-703540157;Awaiting Assignment;2012-05-09T13:39:11+01:00;Queued
1-703540157;In Progress;2012-05-10T02:32:47+01:00;Accepted
1-703540157;Wait;2012-05-10T02:33:05+01:00;Accepted
1-703540157;In Progress;2012-05-10T05:56:00+01:00;Accepted
1-703540157;Awaiting Assignment;2012-05-10T06:22:45+01:00;Queued
1-703540157;In Progress;2012-05-15T22:58:03+01:00;Accepted
1-703540157;Closed;2012-05-25T16:36:31+01:00;Completed
1-703856779;In Progress;2012-03-28T07:50:37+01:00;Accepted
1-703856779;In Progress;2012-04-28T07:16:46+01:00;Accepted
1-703856779;Wait;2012-04-28T07:22:24+01:00;Accepted
1-703856779;Closed;2012-05-07T09:16:18+01:00;Completed
1-703964203;In Progress;2012-03-28T10:16:38+01:00;Accepted
1-703964203;Awaiting Assignment;2012-04-02T11:33:13+01:00;Queued
1-703964203;In Progress;2012-04-11T18:05:38+01:00;Accepted
1-703964203;Closed;2012-04-11T18:07:51+01:00;Completed
1-703964563;In Progress;2012-03-28T10:40:06+01:00;Accepted
1-703964563;Awaiting Assignment;2012-04-02T11:35:25+01:00;Queued
1-703964563;In Progress;2012-05-25T10:50:29+01:00;Accepted
1-703964563;Closed;2012-05-25T10:58:50+01:00;Completed
1-704226142;In Progress;2012-03-28T15:54:20+01:00;Accepted
1-704226142;Closed;2012-04-08T19:36:26+01:00;Completed
1-704229584;In Progress;2012-03-28T16:06:47+01:00;Accepted
1-704229584;Closed;2012-05-09T07:56:41+01:00;Completed
1-704229602;Awaiting Assignment;2012-03-28T16:16:05+01:00;Queued
1-704229602;In Progress;2012-03-29T13:33:58+01:00;Accepted
1-704229602;Closed;2012-03-29T13:34:45+01:00;Completed
1-704650867;In Progress;2012-03-29T07:29:34+01:00;Accepted
1-704650867;Awaiting Assignment;2012-03-29T07:38:26+01:00;Queued
1-704650867;In Progress;2012-03-29T08:36:58+01:00;Accepted
1-704650867;Awaiting Assignment;2012-03-29T08:38:10+01:00;Queued
1-704650867;In Progress;2012-03-29T12:36:59+01:00;Accepted
1-704650867;Wait;2012-04-20T14:46:23+01:00;Accepted
1-704650867;Closed;2012-05-04T13:51:55+01:00;Completed
1-704661542;In Progress;2012-03-29T08:16:34+01:00;Accepted
1-704661542;Wait;2012-03-29T08:22:32+01:00;Accepted
1-704661542;Awaiting Assignment;2012-03-29T10:25:11+01:00;Queued
1-704661542;In Progress;2012-03-29T14:48:03+01:00;Accepted
1-704661542;Wait;2012-04-11T11:03:24+01:00;Accepted
1-704661542;Closed;2012-04-11T11:33:19+01:00;Completed
1-704703712;In Progress;2012-03-29T10:00:19+01:00;Accepted
1-704703712;Awaiting Assignment;2012-03-29T10:09:15+01:00;Queued
1-704703712;In Progress;2012-04-03T15:03:10+01:00;Accepted
1-704703712;In Progress;2012-04-03T15:03:28+01:00;Accepted
1-704703712;Assigned;2012-04-03T15:03:50+01:00;Accepted
1-704703712;In Progress;2012-04-04T08:47:26+01:00;Accepted
1-704703712;Closed;2012-04-04T08:47:57+01:00;Completed
1-704725301;In Progress;2012-03-29T09:26:12+01:00;Accepted
1-704725301;Closed;2012-03-29T09:39:26+01:00;Completed
1-704973871;In Progress;2012-03-29T16:40:41+01:00;Accepted
1-704973871;Awaiting Assignment;2012-03-29T16:46:13+01:00;Queued
1-704973871;In Progress;2012-05-03T20:19:22+01:00;Accepted
1-704973871;Assigned;2012-05-17T22:30:41+01:00;Accepted
1-704973871;In Progress;2012-05-25T08:43:20+01:00;Accepted
1-704973871;Closed;2012-05-25T08:43:31+01:00;Completed
1-704977245;In Progress;2012-03-29T15:39:14+01:00;Accepted
1-704977245;Awaiting Assignment;2012-03-29T15:49:03+01:00;Queued
1-704977245;Awaiting Assignment;2012-03-29T16:05:00+01:00;Queued
1-704977245;In Progress;2012-04-25T16:43:27+01:00;Accepted
1-704977245;Awaiting Assignment;2012-04-25T16:57:01+01:00;Queued
1-704977245;In Progress;2012-04-27T07:58:36+01:00;Accepted
1-704977245;Closed;2012-04-27T07:59:06+01:00;Completed
1-705821921;In Progress;2012-03-30T10:48:22+01:00;Accepted
1-705821921;Closed;2012-03-30T10:49:09+01:00;Completed
1-705847575;In Progress;2012-03-30T13:30:47+01:00;Accepted
1-705847575;Closed;2012-03-30T13:37:12+01:00;Completed
1-706083257;In Progress;2012-03-30T16:07:24+01:00;Accepted
1-706083257;Closed;2012-05-29T13:08:24+01:00;Completed
1-706226212;In Progress;2012-03-31T09:00:45+01:00;Accepted
1-706226212;Wait;2012-04-26T03:54:31+01:00;Accepted
1-706226212;Closed;2012-05-09T14:29:51+01:00;Completed
1-706866666;In Progress;2012-04-02T10:41:55+01:00;Accepted
1-706866666;Closed;2012-04-11T09:26:26+01:00;Completed
1-706915611;In Progress;2012-04-02T09:42:20+01:00;Accepted
1-706915611;Closed;2012-05-14T09:06:59+01:00;Completed
1-706949124;In Progress;2012-04-02T09:23:23+01:00;Accepted
1-706949124;Closed;2012-05-21T15:44:28+01:00;Completed
1-706959641;In Progress;2012-04-02T10:07:49+01:00;Accepted
1-706959641;In Progress;2012-05-23T17:37:42+01:00;Accepted
1-706959641;Closed;2012-05-23T17:38:37+01:00;Completed
1-706963013;In Progress;2012-04-02T11:25:21+01:00;Accepted
1-706963013;In Progress;2012-04-02T13:27:42+01:00;Accepted
1-706963013;Closed;2012-04-02T17:34:42+01:00;Completed
1-706982877;In Progress;2012-04-02T13:36:58+01:00;Accepted
1-706982877;Closed;2012-04-16T12:31:18+01:00;Completed
1-706988783;In Progress;2012-04-02T14:07:28+01:00;Accepted
1-706988783;Closed;2012-05-09T12:51:26+01:00;Completed
1-707025161;In Progress;2012-04-02T10:50:09+01:00;Accepted
1-707025161;In Progress;2012-04-06T14:10:37+01:00;Accepted
1-707025161;Closed;2012-04-06T14:11:52+01:00;Completed
1-707053152;In Progress;2012-04-02T14:07:23+01:00;Accepted
1-707053152;Closed;2012-05-07T08:18:00+01:00;Completed
1-707293328;In Progress;2012-04-02T22:34:44+01:00;Accepted
1-707293328;Closed;2012-05-02T14:23:07+01:00;Completed
1-707300171;In Progress;2012-04-02T18:18:47+01:00;Accepted
1-707300171;In Progress;2012-04-02T18:19:30+01:00;Accepted
1-707300171;Awaiting Assignment;2012-04-03T12:41:51+01:00;Queued
1-707300171;Awaiting Assignment;2012-04-04T16:03:53+01:00;Queued
1-707300171;In Progress;2012-04-04T16:13:00+01:00;Accepted
1-707300171;Awaiting Assignment;2012-04-10T12:43:12+01:00;Queued
